0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.631578947368421240e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.263157894736842479e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.894736842105263719e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.052631578947368496e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.315789473684210620e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.578947368421052744e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.842105263157894868e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.105263157894736992e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.368421052631579116e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.631578947368421240e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.894736842105263364e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.157894736842105488e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.421052631578947967e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.684210526315789735e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.947368421052631504e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.210526315789473983e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.473684210526316463e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.736842105263158231e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.631578947368421240e+00 0.000000000000000000e+00
2.631578947368421240e+00 2.631578947368421240e+00 2.616433703430114315e-56
5.263157894736842479e+00 2.631578947368421240e+00 5.161497915964278675e-56
7.894736842105263719e+00 2.631578947368421240e+00 7.565769920371808283e-56
1.052631578947368496e+01 2.631578947368421240e+00 9.763667443841817348e-56
1.315789473684210620e+01 2.631578947368421240e+00 1.169523757142527325e-55
1.578947368421052744e+01 2.631578947368421240e+00 1.330779210526922978e-55
1.842105263157894868e+01 2.631578947368421240e+00 1.455734476130635682e-55
2.105263157894736992e+01 2.631578947368421240e+00 1.540981100042062984e-55
2.368421052631579116e+01 2.631578947368421240e+00 1.584193776582264954e-55
2.631578947368421240e+01 2.631578947368421240e+00 1.584193776582264954e-55
2.894736842105263364e+01 2.631578947368421240e+00 1.540981100042062984e-55
3.157894736842105488e+01 2.631578947368421240e+00 1.455734476130635501e-55
3.421052631578947967e+01 2.631578947368421240e+00 1.330779210526922616e-55
3.684210526315789735e+01 2.631578947368421240e+00 1.169523757142527325e-55
3.947368421052631504e+01 2.631578947368421240e+00 9.763667443841819160e-56
4.210526315789473983e+01 2.631578947368421240e+00 7.565769920371810094e-56
4.473684210526316463e+01 2.631578947368421240e+00 5.161497915964275052e-56
4.736842105263158231e+01 2.631578947368421240e+00 2.616433703430109334e-56
