#R=0.90362538343679499
#a=1.0
#interptype='linear'
#name='planet'
#norm={'P': 1000000000000.0, 'R': 0.90362538343679499, 'M': 1.0, 'g': 12.03847039705456, 'rho': 4000.0}
#state=1
#composition
#layer0		Fe08FeS02		0.700000
#layer1		pv_fmw		0.300000
#Cols=
 #'ur		r		mr		rho		P		g		phi		T		composition'
#-end-
0.000000e+00	0.000000e+00	7.642383e-12	1.284539e+04	4.452151e+11	0.000000e+00	-1.187594e+08	5.000000e+03	0
5.025126e-03	4.540831e-03	2.179519e-07	1.284530e+04	4.452026e+11	8.544737e-02	-1.187579e+08	5.000000e+03	0
1.005025e-02	9.081662e-03	1.742248e-06	1.284494e+04	4.451516e+11	1.893018e-01	-1.187534e+08	5.000000e+03	0
1.507538e-02	1.362249e-02	5.878480e-06	1.284430e+04	4.450620e+11	2.931514e-01	-1.187459e+08	5.000000e+03	0
2.010050e-02	1.816332e-02	1.393191e-05	1.284340e+04	4.449339e+11	3.969900e-01	-1.187354e+08	5.000000e+03	0
2.512563e-02	2.270416e-02	2.720733e-05	1.284222e+04	4.447672e+11	5.008134e-01	-1.187219e+08	5.000000e+03	0
3.015075e-02	2.724499e-02	4.700886e-05	1.284077e+04	4.445620e+11	6.046176e-01	-1.187054e+08	5.000000e+03	0
3.517588e-02	3.178582e-02	7.463982e-05	1.283904e+04	4.443183e+11	7.083986e-01	-1.186859e+08	5.000000e+03	0
4.020101e-02	3.632665e-02	1.114025e-04	1.283704e+04	4.440361e+11	8.121524e-01	-1.186634e+08	5.000000e+03	0
4.522613e-02	4.086748e-02	1.585982e-04	1.283477e+04	4.437155e+11	9.158750e-01	-1.186379e+08	5.000000e+03	0
5.025126e-02	4.540831e-02	2.175266e-04	1.283223e+04	4.433564e+11	1.019563e+00	-1.186094e+08	5.000000e+03	0
5.527638e-02	4.994914e-02	2.894862e-04	1.282941e+04	4.429590e+11	1.123211e+00	-1.185778e+08	5.000000e+03	0
6.030151e-02	5.448997e-02	3.757737e-04	1.282632e+04	4.425232e+11	1.226816e+00	-1.185433e+08	5.000000e+03	0
6.532663e-02	5.903080e-02	4.776841e-04	1.282296e+04	4.420491e+11	1.330375e+00	-1.185058e+08	5.000000e+03	0
7.035176e-02	6.357164e-02	5.965101e-04	1.281932e+04	4.415368e+11	1.433882e+00	-1.184654e+08	5.000000e+03	0
7.537688e-02	6.811247e-02	7.335427e-04	1.281541e+04	4.409863e+11	1.537334e+00	-1.184219e+08	5.000000e+03	0
8.040201e-02	7.265330e-02	8.900702e-04	1.281122e+04	4.403977e+11	1.640727e+00	-1.183754e+08	5.000000e+03	0
